Column1,Unnamed: 0,en_curid,name,numlangs,countryCode3,birthyear,birthcity,gender,occupation,industry,domain,date,pageviews
375650,375650,13623554,Che Guevara,129,ARG,1928,Rosario,Male,SOCIAL ACTIVIST, ACTIVISM,PUBLIC FIGURE,2010-11,804589
375745,375745,17414699,Genghis Khan,121,MNG,1162,Delüün Boldog,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2010-11,415419
375901,375901,19914843,Ferdinand Magellan,120,PRT,1480,Sabrosa,Male,EXPLORER, EXPLORERS,EXPLORATION,2010-11,285098
376137,376137,25664190,Socrates,137,GRC,-469,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2010-11,681832
376234,376234,29688374,Galileo Galilei,146,ITA,1564,Pisa,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2010-11,759093
376280,376280,31665644,Saint Peter,98,SYR,0,Bethsaida,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2010-11,225667
376321,376321,308,Aristotle,152,GRC,-384,Stageira,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2010-12,760099
376327,376327,736,Albert Einstein,166,DEU,1879,Ulm,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2010-12,1389361
376328,376328,783,Alexander the Great,138,GRC,-356,Pella,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2010-12,810788
376351,376351,1130,Avicenna,102,UZB,980,Bukhara,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2010-12,179484
376360,376360,1273,Augustus,117,ITA,-63,Rome,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2010-12,333559
376423,376423,1844,Archimedes,129,ITA,-287,Syracuse,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2010-12,356725
376493,376493,3395,Gautama Buddha,124,IND,-563,Lumbini,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2010-12,361369
376547,376547,5635,Christopher Columbus,153,ITA,1451,Genoa,Male,EXPLORER, EXPLORERS,EXPLORATION,2010-12,747096
376558,376558,5823,Confucius,192,CHN,-551,Qufu,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2010-12,378399
376626,376626,8169,Dante,137,ITA,1265,Florence,Missing,WRITER, LANGUAGE,HUMANITIES,2010-12,312232
376948,376948,14627,Isaac Newton,191,GBR,1642,Woolsthorpe-by-Colsterworth,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2010-12,868619
376949,376949,14631,Immanuel Kant,125,DEU,1724,Königsberg,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2010-12,455479
376976,376976,15641,Joseph Stalin,134,GEO,1878,Gori,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2010-12,724110
377007,377007,15924,Julius Caesar,128,ITA,-100,Suburra,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2010-12,656037
377089,377089,16509,Jeanne d'Arc,104,FRA,1412,Domrémy-la-Pucelle,Female,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2010-12,409707
377109,377109,16743,Karl Marx,148,DEU,1818,Trier,Male,ECONOMIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2010-12,692057
377166,377166,17914,Ludwig van Beethoven,153,DEU,1770,Bonn,Male,COMPOSER, MUSIC,ARTS,2010-12,825101
377185,377185,18079,Leonardo Da Vinci,174,ITA,1452,Anchiano,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2010-12,1298631
377198,377198,18553,Louis XIV of France,89,FRA,1638,Château de Saint-Germain-en-Laye,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2010-12,425372
377209,377209,18934,Muhammad,150,SAU,570,Mecca,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2010-12,650074
377214,377214,19334,Marco Polo,127,ITA,1254,Venice,Male,EXPLORER, EXPLORERS,EXPLORATION,2010-12,252408
377228,377228,19577,Moses,115,EGY,-1391,Wadi Tumilat,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2010-12,335596
377302,377302,21019,Michelangelo,158,ITA,1475,Caprese Michelangelo,Male,PAINTER, FINE ARTS,ARTS,2010-12,518092
377351,377351,22954,Plato,142,GRC,-427,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2010-12,680193
377577,377577,25525,René Descartes,120,FRA,1596,"Descartes, Indre-et-Loire",Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2010-12,411458
377642,377642,26743,Sigmund Freud,134,CZE,1856,Příbor,Male,PSYCHOLOGIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2010-12,658077
377712,377712,29778,Thomas Edison,126,USA,1847,Milan,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2010-12,466381
377714,377714,29922,Thomas Jefferson,113,USA,1743,Albemarle County,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2010-12,423135
377781,377781,32603,Vincent van Gogh,155,NLD,1853,Zundert,Male,PAINTER, FINE ARTS,ARTS,2010-12,608939
377789,377789,32897,William Shakespeare,163,GBR,1564,Stratford-upon-Avon,Male,WRITER, LANGUAGE,HUMANITIES,2010-12,1068394
377801,377801,33163,Wolfgang Amadeus Mozart,177,AUT,1756,Salzburg,Male,COMPOSER, MUSIC,ARTS,2010-12,916471
378208,378208,45080,Vasco da Gama,119,PRT,1469,Sines,Male,EXPLORER, EXPLORERS,EXPLORATION,2010-12,178969
379035,379035,69880,Napoleon Bonaparte,145,FRA,1769,Corsica,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2010-12,750373
379119,379119,73513,Mary,100,ISR,-100,Nazareth,Female,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2010-12,63645
382073,382073,323592,Nicolaus Copernicus,128,POL,1473,Toruń,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2010-12,306590
384512,384512,1095706,Jesus Christ,214,PSE,-4,Bethlehem,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2010-12,1437307
385466,385466,2731583,Adolf Hitler,169,AUT,1889,Braunau am Inn,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2010-12,1871411
385825,385825,4848272,Donald Trump,52,USA,1946,Queens,Male,BUSINESSPERSON, BUSINESS,BUSINESS & LAW,2010-12,239159
386103,386103,7567080,Martin Luther,125,DEU,1483,Eisleben,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2010-12,561569
386170,386170,8145410,Charles Darwin,148,GBR,1809,Shrewsbury,Male,BIOLOGIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2010-12,581325
386259,386259,9906294,Johann Sebastian Bach,144,DEU,1685,Eisenach,Male,COMPOSER, MUSIC,ARTS,2010-12,506661
386294,386294,11015252,Vladimir Lenin,137,RUS,1870,Ulyanovsk,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2010-12,454264
386340,386340,12153654,Elizabeth II of the United Kingdom,127,GBR,1926,London,Female,NOBLEMAN, GOVERNMENT,INSTITUTIONS,2010-12,847605
386402,386402,13623554,Che Guevara,129,ARG,1928,Rosario,Male,SOCIAL ACTIVIST, ACTIVISM,PUBLIC FIGURE,2010-12,804441
386497,386497,17414699,Genghis Khan,121,MNG,1162,Delüün Boldog,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2010-12,421700
386653,386653,19914843,Ferdinand Magellan,120,PRT,1480,Sabrosa,Male,EXPLORER, EXPLORERS,EXPLORATION,2010-12,205211
386889,386889,25664190,Socrates,137,GRC,-469,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2010-12,551697
386986,386986,29688374,Galileo Galilei,146,ITA,1564,Pisa,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2010-12,588398
387032,387032,31665644,Saint Peter,98,SYR,0,Bethsaida,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2010-12,193728
387073,387073,308,Aristotle,152,GRC,-384,Stageira,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-01,865317
387079,387079,736,Albert Einstein,166,DEU,1879,Ulm,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-01,1461563
387080,387080,783,Alexander the Great,138,GRC,-356,Pella,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-01,943968
387103,387103,1130,Avicenna,102,UZB,980,Bukhara,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-01,170645
387112,387112,1273,Augustus,117,ITA,-63,Rome,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-01,353804
387175,387175,1844,Archimedes,129,ITA,-287,Syracuse,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-01,382385
387245,387245,3395,Gautama Buddha,124,IND,-563,Lumbini,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-01,405911
387299,387299,5635,Christopher Columbus,153,ITA,1451,Genoa,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-01,902973
387310,387310,5823,Confucius,192,CHN,-551,Qufu,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-01,414107
387378,387378,8169,Dante,137,ITA,1265,Florence,Missing,WRITER, LANGUAGE,HUMANITIES,2011-01,356891
387700,387700,14627,Isaac Newton,191,GBR,1642,Woolsthorpe-by-Colsterworth,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-01,985953
387701,387701,14631,Immanuel Kant,125,DEU,1724,Königsberg,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-01,485372
387728,387728,15641,Joseph Stalin,134,GEO,1878,Gori,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-01,732429
387759,387759,15924,Julius Caesar,128,ITA,-100,Suburra,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-01,778146
387841,387841,16509,Jeanne d'Arc,104,FRA,1412,Domrémy-la-Pucelle,Female,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-01,521271
387861,387861,16743,Karl Marx,148,DEU,1818,Trier,Male,ECONOMIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-01,693021
387918,387918,17914,Ludwig van Beethoven,153,DEU,1770,Bonn,Male,COMPOSER, MUSIC,ARTS,2011-01,875258
387937,387937,18079,Leonardo Da Vinci,174,ITA,1452,Anchiano,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-01,1497294
387950,387950,18553,Louis XIV of France,89,FRA,1638,Château de Saint-Germain-en-Laye,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-01,489826
387961,387961,18934,Muhammad,150,SAU,570,Mecca,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-01,686517
387966,387966,19334,Marco Polo,127,ITA,1254,Venice,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-01,297237
387980,387980,19577,Moses,115,EGY,-1391,Wadi Tumilat,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-01,368134
388054,388054,21019,Michelangelo,158,ITA,1475,Caprese Michelangelo,Male,PAINTER, FINE ARTS,ARTS,2011-01,606921
388103,388103,22954,Plato,142,GRC,-427,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-01,769319
388329,388329,25525,René Descartes,120,FRA,1596,"Descartes, Indre-et-Loire",Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-01,475934
388394,388394,26743,Sigmund Freud,134,CZE,1856,Příbor,Male,PSYCHOLOGIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-01,690778
388464,388464,29778,Thomas Edison,126,USA,1847,Milan,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-01,626865
388466,388466,29922,Thomas Jefferson,113,USA,1743,Albemarle County,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-01,490471
388533,388533,32603,Vincent van Gogh,155,NLD,1853,Zundert,Male,PAINTER, FINE ARTS,ARTS,2011-01,777994
388541,388541,32897,William Shakespeare,163,GBR,1564,Stratford-upon-Avon,Male,WRITER, LANGUAGE,HUMANITIES,2011-01,2050711
388553,388553,33163,Wolfgang Amadeus Mozart,177,AUT,1756,Salzburg,Male,COMPOSER, MUSIC,ARTS,2011-01,1135329
388960,388960,45080,Vasco da Gama,119,PRT,1469,Sines,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-01,201791
389787,389787,69880,Napoleon Bonaparte,145,FRA,1769,Corsica,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-01,868509
389871,389871,73513,Mary,100,ISR,-100,Nazareth,Female,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-01,56787
392825,392825,323592,Nicolaus Copernicus,128,POL,1473,Toruń,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-01,353200
395264,395264,1095706,Jesus Christ,214,PSE,-4,Bethlehem,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-01,1134327
396218,396218,2731583,Adolf Hitler,169,AUT,1889,Braunau am Inn,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-01,2313846
396577,396577,4848272,Donald Trump,52,USA,1946,Queens,Male,BUSINESSPERSON, BUSINESS,BUSINESS & LAW,2011-01,271044
396855,396855,7567080,Martin Luther,125,DEU,1483,Eisleben,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-01,712737
396922,396922,8145410,Charles Darwin,148,GBR,1809,Shrewsbury,Male,BIOLOGIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-01,687015
397011,397011,9906294,Johann Sebastian Bach,144,DEU,1685,Eisenach,Male,COMPOSER, MUSIC,ARTS,2011-01,583686
397046,397046,11015252,Vladimir Lenin,137,RUS,1870,Ulyanovsk,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-01,487564
397092,397092,12153654,Elizabeth II of the United Kingdom,127,GBR,1926,London,Female,NOBLEMAN, GOVERNMENT,INSTITUTIONS,2011-01,1157269
397154,397154,13623554,Che Guevara,129,ARG,1928,Rosario,Male,SOCIAL ACTIVIST, ACTIVISM,PUBLIC FIGURE,2011-01,829472
397249,397249,17414699,Genghis Khan,121,MNG,1162,Delüün Boldog,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-01,450017
397405,397405,19914843,Ferdinand Magellan,120,PRT,1480,Sabrosa,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-01,251628
397641,397641,25664190,Socrates,137,GRC,-469,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-01,605110
397738,397738,29688374,Galileo Galilei,146,ITA,1564,Pisa,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-01,715990
397784,397784,31665644,Saint Peter,98,SYR,0,Bethsaida,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-01,222583
397825,397825,308,Aristotle,152,GRC,-384,Stageira,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-02,846214
397831,397831,736,Albert Einstein,166,DEU,1879,Ulm,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-02,1224554
397832,397832,783,Alexander the Great,138,GRC,-356,Pella,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-02,710725
397855,397855,1130,Avicenna,102,UZB,980,Bukhara,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-02,142686
397864,397864,1273,Augustus,117,ITA,-63,Rome,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-02,300115
397927,397927,1844,Archimedes,129,ITA,-287,Syracuse,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-02,375889
397997,397997,3395,Gautama Buddha,124,IND,-563,Lumbini,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-02,303016
398051,398051,5635,Christopher Columbus,153,ITA,1451,Genoa,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-02,757942
398062,398062,5823,Confucius,192,CHN,-551,Qufu,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-02,297413
398130,398130,8169,Dante,137,ITA,1265,Florence,Missing,WRITER, LANGUAGE,HUMANITIES,2011-02,288801
398452,398452,14627,Isaac Newton,191,GBR,1642,Woolsthorpe-by-Colsterworth,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-02,838733
398453,398453,14631,Immanuel Kant,125,DEU,1724,Königsberg,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-02,417717
398480,398480,15641,Joseph Stalin,134,GEO,1878,Gori,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-02,612222
398511,398511,15924,Julius Caesar,128,ITA,-100,Suburra,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-02,588834
398593,398593,16509,Jeanne d'Arc,104,FRA,1412,Domrémy-la-Pucelle,Female,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-02,377538
398613,398613,16743,Karl Marx,148,DEU,1818,Trier,Male,ECONOMIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-02,650793
398670,398670,17914,Ludwig van Beethoven,153,DEU,1770,Bonn,Male,COMPOSER, MUSIC,ARTS,2011-02,658815
398689,398689,18079,Leonardo Da Vinci,174,ITA,1452,Anchiano,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-02,1321539
398702,398702,18553,Louis XIV of France,89,FRA,1638,Château de Saint-Germain-en-Laye,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-02,381323
398713,398713,18934,Muhammad,150,SAU,570,Mecca,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-02,683645
398718,398718,19334,Marco Polo,127,ITA,1254,Venice,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-02,226558
398732,398732,19577,Moses,115,EGY,-1391,Wadi Tumilat,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-02,291309
398806,398806,21019,Michelangelo,158,ITA,1475,Caprese Michelangelo,Male,PAINTER, FINE ARTS,ARTS,2011-02,547763
398855,398855,22954,Plato,142,GRC,-427,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-02,703930
399081,399081,25525,René Descartes,120,FRA,1596,"Descartes, Indre-et-Loire",Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-02,432417
399146,399146,26743,Sigmund Freud,134,CZE,1856,Příbor,Male,PSYCHOLOGIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-02,594502
399216,399216,29778,Thomas Edison,126,USA,1847,Milan,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-02,3486430
399218,399218,29922,Thomas Jefferson,113,USA,1743,Albemarle County,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-02,429511
399285,399285,32603,Vincent van Gogh,155,NLD,1853,Zundert,Male,PAINTER, FINE ARTS,ARTS,2011-02,637221
399293,399293,32897,William Shakespeare,163,GBR,1564,Stratford-upon-Avon,Male,WRITER, LANGUAGE,HUMANITIES,2011-02,1082689
399305,399305,33163,Wolfgang Amadeus Mozart,177,AUT,1756,Salzburg,Male,COMPOSER, MUSIC,ARTS,2011-02,819536
399712,399712,45080,Vasco da Gama,119,PRT,1469,Sines,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-02,172968
400539,400539,69880,Napoleon Bonaparte,145,FRA,1769,Corsica,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-02,686960
400623,400623,73513,Mary,100,ISR,-100,Nazareth,Female,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-02,50232
403577,403577,323592,Nicolaus Copernicus,128,POL,1473,Toruń,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-02,345016
406016,406016,1095706,Jesus Christ,214,PSE,-4,Bethlehem,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-02,768029
406970,406970,2731583,Adolf Hitler,169,AUT,1889,Braunau am Inn,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-02,1890974
407329,407329,4848272,Donald Trump,52,USA,1946,Queens,Male,BUSINESSPERSON, BUSINESS,BUSINESS & LAW,2011-02,346440
407607,407607,7567080,Martin Luther,125,DEU,1483,Eisleben,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-02,472843
407674,407674,8145410,Charles Darwin,148,GBR,1809,Shrewsbury,Male,BIOLOGIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-02,712347
407763,407763,9906294,Johann Sebastian Bach,144,DEU,1685,Eisenach,Male,COMPOSER, MUSIC,ARTS,2011-02,477744
407798,407798,11015252,Vladimir Lenin,137,RUS,1870,Ulyanovsk,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-02,397339
407844,407844,12153654,Elizabeth II of the United Kingdom,127,GBR,1926,London,Female,NOBLEMAN, GOVERNMENT,INSTITUTIONS,2011-02,1226825
407906,407906,13623554,Che Guevara,129,ARG,1928,Rosario,Male,SOCIAL ACTIVIST, ACTIVISM,PUBLIC FIGURE,2011-02,664565
408001,408001,17414699,Genghis Khan,121,MNG,1162,Delüün Boldog,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-02,333875
408157,408157,19914843,Ferdinand Magellan,120,PRT,1480,Sabrosa,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-02,190591
408393,408393,25664190,Socrates,137,GRC,-469,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-02,590951
408490,408490,29688374,Galileo Galilei,146,ITA,1564,Pisa,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-02,708142
408536,408536,31665644,Saint Peter,98,SYR,0,Bethsaida,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-02,193183
408577,408577,308,Aristotle,152,GRC,-384,Stageira,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-03,944675
408583,408583,736,Albert Einstein,166,DEU,1879,Ulm,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-03,1634122
408584,408584,783,Alexander the Great,138,GRC,-356,Pella,Male,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-03,715836
408607,408607,1130,Avicenna,102,UZB,980,Bukhara,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-03,177332
408616,408616,1273,Augustus,117,ITA,-63,Rome,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-03,333018
408679,408679,1844,Archimedes,129,ITA,-287,Syracuse,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-03,379348
408749,408749,3395,Gautama Buddha,124,IND,-563,Lumbini,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-03,328954
408803,408803,5635,Christopher Columbus,153,ITA,1451,Genoa,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-03,788297
408814,408814,5823,Confucius,192,CHN,-551,Qufu,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-03,346185
408882,408882,8169,Dante,137,ITA,1265,Florence,Missing,WRITER, LANGUAGE,HUMANITIES,2011-03,307566
409204,409204,14627,Isaac Newton,191,GBR,1642,Woolsthorpe-by-Colsterworth,Male,PHYSICIST, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-03,914953
409205,409205,14631,Immanuel Kant,125,DEU,1724,Königsberg,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-03,480003
409232,409232,15641,Joseph Stalin,134,GEO,1878,Gori,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-03,750466
409263,409263,15924,Julius Caesar,128,ITA,-100,Suburra,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-03,765511
409345,409345,16509,Jeanne d'Arc,104,FRA,1412,Domrémy-la-Pucelle,Female,MILITARY PERSONNEL, MILITARY,INSTITUTIONS,2011-03,462637
409365,409365,16743,Karl Marx,148,DEU,1818,Trier,Male,ECONOMIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-03,777097
409422,409422,17914,Ludwig van Beethoven,153,DEU,1770,Bonn,Male,COMPOSER, MUSIC,ARTS,2011-03,781188
409441,409441,18079,Leonardo Da Vinci,174,ITA,1452,Anchiano,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-03,1438065
409454,409454,18553,Louis XIV of France,89,FRA,1638,Château de Saint-Germain-en-Laye,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-03,431729
409465,409465,18934,Muhammad,150,SAU,570,Mecca,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-03,619285
409470,409470,19334,Marco Polo,127,ITA,1254,Venice,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-03,261386
409484,409484,19577,Moses,115,EGY,-1391,Wadi Tumilat,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-03,314000
409558,409558,21019,Michelangelo,158,ITA,1475,Caprese Michelangelo,Male,PAINTER, FINE ARTS,ARTS,2011-03,660922
409607,409607,22954,Plato,142,GRC,-427,Athens,Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-03,810388
409833,409833,25525,René Descartes,120,FRA,1596,"Descartes, Indre-et-Loire",Male,PHILOSOPHER, PHILOSOPHY,HUMANITIES,2011-03,476598
409898,409898,26743,Sigmund Freud,134,CZE,1856,Příbor,Male,PSYCHOLOGIST, SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,2011-03,663403
409968,409968,29778,Thomas Edison,126,USA,1847,Milan,Male,INVENTOR, INVENTION,SCIENCE & TECHNOLOGY,2011-03,653667
409970,409970,29922,Thomas Jefferson,113,USA,1743,Albemarle County,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-03,387000
410037,410037,32603,Vincent van Gogh,155,NLD,1853,Zundert,Male,PAINTER, FINE ARTS,ARTS,2011-03,706338
410045,410045,32897,William Shakespeare,163,GBR,1564,Stratford-upon-Avon,Male,WRITER, LANGUAGE,HUMANITIES,2011-03,1233403
410057,410057,33163,Wolfgang Amadeus Mozart,177,AUT,1756,Salzburg,Male,COMPOSER, MUSIC,ARTS,2011-03,885018
410464,410464,45080,Vasco da Gama,119,PRT,1469,Sines,Male,EXPLORER, EXPLORERS,EXPLORATION,2011-03,175410
411291,411291,69880,Napoleon Bonaparte,145,FRA,1769,Corsica,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-03,933624
411375,411375,73513,Mary,100,ISR,-100,Nazareth,Female,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-03,53264
414329,414329,323592,Nicolaus Copernicus,128,POL,1473,Toruń,Male,ASTRONOMER, NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2011-03,377363
416768,416768,1095706,Jesus Christ,214,PSE,-4,Bethlehem,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-03,886072
417722,417722,2731583,Adolf Hitler,169,AUT,1889,Braunau am Inn,Male,POLITICIAN, GOVERNMENT,INSTITUTIONS,2011-03,2205286
418081,418081,4848272,Donald Trump,52,USA,1946,Queens,Male,BUSINESSPERSON, BUSINESS,BUSINESS & LAW,2011-03,536192
418359,418359,7567080,Martin Luther,125,DEU,1483,Eisleben,Male,RELIGIOUS FIGURE, RELIGION,INSTITUTIONS,2011-03,512692
